AoA_deg,CL,Cd,CL/Cd,C_MLE
0.0,-4.238968038416265e-17,0.0012245717578061996,-3.4615921944911644e-14,1.0597420096040663e-17
0.049999734949886424,0.0018075265673190722,0.0012261518804991365,1.47414573680976,-0.0008037730348448922
0.10000004285756796,0.003615061071624708,0.001230892207232577,2.936943666052183,-0.0016075489990643819
0.1499997778074544,0.005422603189837935,0.0012387927180414753,4.3773289194103775,-0.0024113366385028153
0.20000008571513592,0.007230171970567423,0.0012498537099691755,5.784814585017103,-0.003215137692402579
0.24999982066502238,0.009037734461834866,0.0012640748547496131,7.149682970020832,-0.004018948094298437
0.3000001285727039,0.010845328590327111,0.0012814567032127433,8.463281329081788,-0.004822781227452203
0.3499998635225904,0.012652926224540853,0.0013019989200305831,9.718077357732097,-0.005626630859311588
0.40000017143027183,0.014460563292897731,0.0013257020662145662,10.907853024766483,-0.006430512886649066
0.4499999063801583,0.01626822856331964,0.001352566047764707,12.027677753855365,-0.007234427052097251
0.5000002142878399,0.018075955436441624,0.0013825915257487094,13.073966605323305,-0.008038389203977593
0.5499999492377263,0.019883694206811894,0.0014157779336361855,14.044359453847397,-0.008842376737683967
0.6000002571454078,0.021691495710220568,0.0014521264074496803,14.937746189959176,-0.009646418409370368
0.6499999920952942,0.023499306199457518,0.0014916361015871076,15.754047635649304,-0.010450488485248094
0.6999997270451808,0.02530717416945577,0.0015343080137813908,16.49419408759052,-0.011254613493135257
0.7500000349528622,0.027115099659579495,0.0015801426342931268,17.15990637244553,-0.012058793710407764
0.7999997699027487,0.028923098797226314,0.001629139947264535,17.753599895325546,-0.012863041493144533
0.8500000778104301,0.03073114266461298,0.0016813005899021466,18.278196563531548,-0.013667343465407033
0.8999998127603166,0.032539262627868173,0.0017366244703737148,18.737074815527535,-0.014471720112953524
0.9500001206679981,0.03434746189422597,0.0017951129068468055,19.133872729241745,-0.015276168301778461
0.9999998556178845,0.036155724375457166,0.0018567651628638565,19.472427153733825,-0.016080690180296592
1.050000163525566,0.03796405579296743,0.0019215824787544079,19.756662132752258,-0.016885282083988425
1.0999998984754527,0.0397724864256674,0.0019895650533907866,19.990543339049776,-0.017689970207860003
1.150000206383134,0.04158099265378776,0.002060713573677066,20.177958346531426,-0.018494737475713008
1.1999999413330205,0.04338956511881702,0.0021350275967044123,20.322718631736805,-0.019299586776133103
1.2500002492407019,0.04519827942283427,0.002212509923766529,20.428509240713232,-0.02010455276661548
1.2999999841905885,0.047007037360001364,0.0022931580820853338,20.498821135459828,-0.02090959181334848
1.349999719140475,0.04881589473254259,0.0023769741776448025,20.53698992258774,-0.02171473194837181
1.4000000270481565,0.050624893895685516,0.0024639603261355086,20.546148149668436,-0.02251999667065756
1.449999761998043,0.052433975522672364,0.002554114508114656,20.52921877859619,-0.02332535988487115
1.5000000699057243,0.0542431924891569,0.002647439754718448,20.48892421158252,-0.0241308478236752
1.549999804855611,0.056052506490343976,0.0027439345979060545,20.427785171380776,-0.02493644578032677
1.6000001127632923,0.05786193861643121,0.002843601222354955,20.34811989865172,-0.025742162697520107
1.6499998477131788,0.05967150674989518,0.0029464397211390464,20.25207110866233,-0.026548015558270525
1.7000001556208602,0.06148120554194161,0.0030524516396367675,20.14158217728805,-0.027353997115200333
1.7499998905707468,0.0632910092446188,0.0031616357977930624,20.018437698864066,-0.02816009943342542
1.8000001984784286,0.06510097561956103,0.003273995761451385,19.88425775808009,-0.028966352896460334
1.8499999334283146,0.06691105390258191,0.0033895293744052833,19.740514540996394,-0.029772736449992412
1.9000002413359962,0.0687212889598699,0.0035082401574340924,19.588536096722713,-0.030579270717274832
1.949999976285883,0.07053168956678044,0.0036301278105992027,19.42953340674201,-0.03138596648999155
2.0000002841935642,0.07234221082505791,0.0037551929211968697,19.264579035795776,-0.03219279713901889
2.0500000191434506,0.07415290697844827,0.0038834367319050536,19.094660759948038,-0.03299979839343885
2.0999997540933375,0.07596371764641857,0.004014858607117449,18.920645801013226,-0.03380693845825124
2.150000062001019,0.07777475322228934,0.004149464115683208,18.743324693020934,-0.034614273368121416
2.1999997969509053,0.07958588368120365,0.004287247799559812,18.56339717274449,-0.0354217447279699
2.2500001048585867,0.08139727307423023,0.00442821823050631,18.381495409028993,-0.03622943195328729
2.299999839808473,0.08320875472616723,0.0045723683938391135,18.19817380381776,-0.037037256509715726
2.3500001477161545,0.08502046585137826,0.004719706061029923,18.01393238307415,-0.03784528876894911
2.399999882666041,0.08683233588658727,0.00487022778678087,17.82921450250725,-0.038653493043959535
2.4500001905737223,0.08864440556808142,0.005023937765310736,17.644407576095578,-0.03946189497210528
2.499999925523609,0.0904566469424323,0.005180834178311959,17.45986144878029,-0.04027048088923283
2.550000233431291,0.09226909551881873,0.005340921297415162,17.27587627315798,-0.04107926799573754
2.599999968381177,0.09408172547507694,0.00550419707634586,17.092724728078988,-0.0418882502902608
2.650000276288859,0.09589457777824059,0.005670666276007818,16.91063679482668,-0.0426974466932717
2.7000000112387452,0.0977076070742361,0.005840326019084414,16.729820690652762,-0.04350683944060107
2.749999746188631,0.09952085171207772,0.006013179894764253,16.550453080362974,-0.04431644935582601
2.800000054096313,0.10133433937779772,0.006189231595919482,16.372685010625027,-0.045126288273053546
2.8499997890462,0.10314802970586001,0.006368478134319569,16.19665287849508,-0.045936343341011474
2.900000096953881,0.10496191526424165,0.006550922371330119,16.0224636035383,-0.04674660950921997
2.9499998319037677,0.10677606337310132,0.006736566636237757,15.850220021386695,-0.04755712442760903
3.0000001398114486,0.108590414087094,0.006925411289004109,15.679994957051795,-0.04836785629153855
3.0499998747613355,0.11040500715723374,0.007117457267126657,15.511860909535834,-0.049178831497914854
3.100000182669017,0.11221986516747966,0.00731270932216782,15.345867068351156,-0.04999006002038098
3.149999917618903,0.11403490661728341,0.007511161990408777,15.182059282291863,-0.050801506125019595
3.2000002255265847,0.11585024133799449,0.007712824825879186,15.02046836967916,-0.05161322355013758
3.2499999604764715,0.11766579828231907,0.007917692738986893,14.861122066903418,-0.052425183416482696
3.3000002683841525,0.11948163082228526,0.008125772487038704,14.704033495014608,-0.05323740941433288
3.3500000033340394,0.12129766082629517,0.008337058487573988,14.549215530523613,-0.054049867952466024
3.3999997382839258,0.12311400767734641,0.008551560111365264,14.396672194787525,-0.05486261955533624
3.450000046191607,0.1249305942588509,0.008769275479885222,14.246398638680477,-0.05567562578025522
3.4999997811414936,0.12674746942590387,0.008990206389673877,14.09839373337253,-0.0564889147156014
3.550000089049175,0.12856461140617875,0.009214355490489849,13.952642866760513,-0.05730247829853694
3.5999998239990614,0.13038201796438234,0.009441721425348375,13.809136288891471,-0.05811631759369048
3.650000131906743,0.13219973088469775,0.009672310873121107,13.667853796146538,-0.058930454098571956
3.699999866856629,0.13401769477157974,0.009906119111422395,13.528778855187465,-0.0597448613688541
3.7500001747643115,0.13583598486962334,0.010143155183358066,13.39188668753587,-0.06055958088684953
