AoA_deg,CL,Cd,CL/Cd
-7.999999990858666,-0.23989536451524088,0.036229958718180306,-6.621463921096345
-7.990000158460249,-0.23944085377650565,0.03612733871292822,-6.6276914466113555
-7.979999753104035,-0.2389863917354689,0.03602488528712225,-6.633925127886498
-7.969999920705617,-0.2385319700875642,0.03592260337742579,-6.6401637871675145
-7.960000088307198,-0.23807758903446619,0.03582048953099769,-6.646408023777646
-7.95000025590878,-0.237623232047271,0.03571854243802835,-6.652657578610526
-7.939999850552566,-0.23716893013988294,0.035616762386983435,-6.658913226390255
-7.930000018154149,-0.23671466919375295,0.03551515392944799,-6.665173679494515
-7.920000185755731,-0.2362604325645008,0.03541371155449183,-6.671439456464817
-7.9099997803995175,-0.23580623712923435,0.03531243463660381,-6.677711110997843
-7.899999948001099,-0.23535207608135011,0.03521132806393451,-6.683987484198626
-7.890000115602681,-0.23489796624943976,0.035110390746989475,-6.690269212386393
-7.880000283204262,-0.23444389715544173,0.03500962192259123,-6.696556097458404
-7.86999987784805,-0.23398983863113815,0.03490901480961261,-6.702848530881664
-7.860000045449631,-0.23353585204944893,0.034808582325665964,-6.709145746428525
-7.850000213051213,-0.23308186575207226,0.034708312949511516,-6.715447855132719
-7.8399998076949995,-0.2326279203478598,0.03460820859504775,-6.7217556120818
-7.82999997529658,-0.23217404605773284,0.03450827895369942,-6.7280679621619575
-7.820000142898162,-0.23172020916802785,0.034408517035119525,-6.734385237571251
-7.809999737541948,-0.23126637820429982,0.034308915929197575,-6.7407078288791835
-7.799999905143532,-0.23081257308097364,0.034209483465808585,-6.747034731221952
-7.790000072745112,-0.23035882466018417,0.03411022084937811,-6.753366554775151
-7.780000240346694,-0.22990516883991297,0.034011132527414396,-6.7597034193024825
-7.769999834990481,-0.2294514436762272,0.03391219570823784,-6.766045043214043
-7.760000002592062,-0.22899783610901997,0.0338134386651812,-6.7723912488328635
-7.750000170193645,-0.22854423542204194,0.033714845296884684,-6.778741928356404
-7.739999764837432,-0.22809065326604389,0.03361641446492186,-6.7850976047446245
-7.729999932439013,-0.22763712557486215,0.03351815525252291,-6.791457461183754
-7.720000100040594,-0.22718365707724741,0.03342006590189471,-6.797821935604487
-7.710000267642176,-0.22673020573345354,0.0333221416287589,-6.804190686764638
-7.699999862285963,-0.2262767979368487,0.03322438244934442,-6.810564448619679
-7.690000029887545,-0.22582338631607518,0.03312678792132136,-6.816941831258222
-7.680000197489127,-0.22537005269778854,0.03302936547016211,-6.823323714813175
-7.669999792132914,-0.2249167371773707,0.03293210496719987,-6.829710320715487
-7.659999959734495,-0.22446344359319348,0.03283501236346941,-6.83610047434976
-7.650000127336075,-0.2240102049791415,0.032738088790199765,-6.842494881564362
-7.639999721979862,-0.2235569874357539,0.03264132746382288,-6.848893865714473
-7.629999889581444,-0.22310383563940916,0.03254473948241944,-6.855296406963992
-7.620000057183026,-0.22265068931785667,0.0324483138129934,-6.861702910081565
-7.610000224784608,-0.22219760793412358,0.032352058725877694,-6.868113396332105
-7.599999819428395,-0.22174453068274783,0.03225596406869555,-6.874528078295795
-7.589999987029977,-0.2212914907983294,0.03216003844381046,-6.880946090439742
-7.580000154631558,-0.22083850455610587,0.03206428153931802,-6.887367935729612
-7.569999749275344,-0.2203855331463478,0.031968686183053874,-6.893793879561147
-7.559999916876928,-0.21993258370786664,0.03187325795636227,-6.900222876775782
-7.5500000844785085,-0.21947968463695106,0.03177799812739113,-6.906655471408376
-7.54000025208009,-0.21902687600423232,0.03168291127535542,-6.913091858910155
-7.529999846723877,-0.21857398953908064,0.03158797467665173,-6.9195316184877065
-7.520000014325459,-0.2181211874592854,0.031493212725262655,-6.925974474630748
-7.510000181927041,-0.21766845529603115,0.03139862106565871,-6.9324208487008825
-7.499999776570828,-0.21721571287308392,0.031304187889617335,-6.9388707235918385
-7.48999994417241,-0.21676301898673386,0.03120992473045882,-6.9453233501453315
-7.4800001117739905,-0.21631037975522135,0.03111582991333671,-6.951779218413439
-7.470000279375572,-0.21585772619953733,0.031021895694595025,-6.958237766144847
-7.459999874019358,-0.215405147190182,0.030928129896211413,-6.96470002916563
-7.45000004162094,-0.2149525880647545,0.030834530344761402,-6.971164654086377
-7.440000209222523,-0.21450006317899736,0.030741096709995305,-6.977632099548804
-7.42999980386631,-0.21404754947016402,0.030647824173761162,-6.984102631775692
-7.419999971467892,-0.2135950849280251,0.03055472154678212,-6.99057540422979
-7.410000139069472,-0.21314266568474408,0.03046178560696738,-6.9970509422793965
-7.399999733713258,-0.21269025744567413,0.03036901081329414,-7.003529313261933
-7.38999990131484,-0.21223789913271277,0.03027640577157561,-7.010009732792259
-7.380000068916423,-0.21178555668833662,0.030183964341280428,-7.016492409470972
-7.370000236518004,-0.21133328037359037,0.03009169232226685,-7.022977575016968
-7.359999831161791,-0.21088098811454786,0.029999577590626197,-7.029465247552042
-7.349999998763373,-0.2104287388724341,0.029907632209189083,-7.0359544814711255
-7.340000166364954,-0.20997657020021207,0.02981585772023547,-7.042446075857978
-7.32999976100874,-0.2095243874013186,0.029724240877937687,-7.048939895949858
-7.319999928610324,-0.20907222919341537,0.02963279053643221,-7.055435057200241
-7.310000096211905,-0.20862013749694333,0.02954150944379707,-7.061932224345023
-7.300000263813486,-0.2081680420494472,0.029450389307210317,-7.068430908601998
-7.289999858457273,-0.20771598836292762,0.029359433423489158,-7.074931772925272
-7.280000026058855,-0.20726397640119382,0.029268646110876907,-7.081433682173967
-7.270000193660435,-0.20681200104923733,0.02917802443481365,-7.087937070971822
-7.2599997883042215,-0.20636003099921985,0.02908756235404528,-7.0944422391765265
-7.249999955905806,-0.20590808953679104,0.028997267668117138,-7.100947989082075
-7.240000123507386,-0.20545622956233314,0.0289071432213092,-7.107455343801631
-7.229999718151173,-0.20500436522463789,0.028817177507850303,-7.1139640642735085
-7.219999885752754,-0.20455253832185294,0.02872737943464538,-7.120473302732286
-7.210000053354336,-0.204100747998825,0.02863774687749998,-7.126983448519208
-7.200000220955919,-0.2036489649434589,0.028548276559500152,-7.133494189010497
-7.189999815599705,-0.20319721943473337,0.02845896958917824,-7.140006204300552
-7.179999983201287,-0.2027455169546044,0.02836983093398722,-7.1465183358464826
-7.170000150802868,-0.20229386049744078,0.02828085828824109,-7.1530311575286465
-7.159999745446655,-0.20184216181568018,0.02819204017308188,-7.1595443457264105
-7.149999913048237,-0.20139054977916845,0.02810339489342558,-7.166057714482072
-7.140000080649818,-0.2009389926692984,0.028014917399197203,-7.172571305709312
-7.1300002482514,-0.20048742589785734,0.027926599505966807,-7.179084795304961
-7.119999842895187,-0.20003590373645827,0.02783844581822447,-7.185598831293396
-7.110000010496769,-0.19958437759082412,0.027750454629594835,-7.192111994373409
-7.10000017809835,-0.19913293595889406,0.02766263410526268,-7.1986252358017495
-7.089999772742136,-0.19868145226466494,0.02757496782168075,-7.205138136496831
-7.079999940343719,-0.19823006669750384,0.027487475589849972,-7.2116504860381685
-7.070000107945301,-0.1977786981915918,0.027400146015903074,-7.218162197997078
-7.060000275546883,-0.19732735957710218,0.027312980834570063,-7.224673160805091
-7.049999870190669,-0.19687601746844352,0.027225973954170965,-7.2311836410275605
-7.04000003779225,-0.19642470980723506,0.027139134010571296,-7.237692615052612
-7.030000205393832,-0.19597345922807102,0.027052460944178132,-7.244200800528124
-7.019999800037619,-0.19552219445826977,0.026965945509374256,-7.250707911958799
-7.0099999676392,-0.19507101708540767,0.026879602369086222,-7.257213645011191
-7.000000135240782,-0.1946198302477907,0.026793419242977533,-7.263717574933999
-6.989999729884569,-0.19416865452082174,0.02670739574977685,-7.270220441558556
-6.979999897486151,-0.19371753958616478,0.02662154195780571,-7.276721231745362
-6.970000065087732,-0.19326645145287805,0.026535851393881454,-7.283220296351251
-6.960000232689314,-0.1928154006412291,0.026450326295007674,-7.289717279503722
-6.949999827333101,-0.19236436078033473,0.026364960341238974,-7.296212787373186
-6.9399999949346824,-0.19191333783902936,0.026279759587479308,-7.302705232146199
-6.930000162536264,-0.19146236762814886,0.02619472475604558,-7.309195626648473
-6.919999757180051,-0.19101137661416243,0.02610984638518013,-7.315683661876307
-6.909999924781633,-0.19056046100272486,0.026025138866728293,-7.3221688452293305
-6.900000092383214,-0.19010958612366813,0.025940596506442017,-7.3286512928280905
-6.890000259984796,-0.18965870966802817,0.025856214405834126,-7.335130606947399
-6.879999854628582,-0.1892078603972165,0.025771993194376046,-7.341607572615119
-6.870000022230165,-0.1887570392507643,0.025687938282699517,-7.348080533885806
-6.860000189831745,-0.18830625670469406,0.02560404770633805,-7.354550298626438
-6.849999784475532,-0.18785546817088564,0.025520314915675628,-7.361016852323287
-6.8399999520771155,-0.1874047457039376,0.025436751650920846,-7.367479475200729
-6.8300001196786955,-0.18695403249939443,0.025353349761637604,-7.373938128770517
-6.819999714322482,-0.18650332613198436,0.025270107215606435,-7.380393147552724
-6.809999881924065,-0.18605270479045147,0.025187036061573714,-7.386843943670706
-6.8000000495256465,-0.18560207267350426,0.025104124026568163,-7.3932901413759
-6.790000217127228,-0.18515148697836767,0.02502137726152926,-7.399732038853066
-6.779999811771015,-0.18470087504341345,0.024938785955578746,-7.4061694652019066
-6.769999979372597,-0.18425034449192876,0.024856365564540524,-7.412601975679652
-6.7600001469741775,-0.1837998395606765,0.02477410823439871,-7.419029489241977
-6.749999741617965,-0.18334932452204541,0.024692007874724795,-7.4254522132128935
-6.739999909219547,-0.18289884641130302,0.024610073926305032,-7.431869037004699
-6.7300000768211286,-0.18244842882553094,0.024528306365713543,-7.43828074002546
-6.72000024442271,-0.18199800377183456,0.024446698441173705,-7.444686414804759
-6.709999839066497,-0.1815475924633082,0.024365249990597887,-7.45108679506117
-6.700000006668079,-0.181097212847011,0.02428396699246061,-7.457480604517205
-6.69000017426966,-0.18064689403335304,0.024202850292885603,-7.4638685876784505
-6.679999768913447,-0.18019659201572924,0.024121893636319156,-7.470250666573541
-6.669999936515028,-0.17974629239702583,0.024041099462298543,-7.476625296563724
-6.66000010411661,-0.17929604766675342,0.023960470747326622,-7.482993533704186
-6.650000271718191,-0.1788458289556667,0.0238800046591735,-7.4893548601952675
-6.639999866361978,-0.1783955916199138,0.02379969492022742,-7.495709176855665
-6.630000033963562,-0.17794539279010424,0.023719551266501222,-7.502055616094809
-6.620000201565142,-0.17749522739011941,0.02363957061174469,-7.508394729552983
-6.609999796208928,-0.17704510201515097,0.02355975246533476,-7.514726747475415
